connections,min_ms,avg_ms,max_ms,stddev_ms
2259,9.51,9.74,10.22,0.18
2260,9.57,9.79,10.36,0.20
2261,9.53,9.78,10.23,0.20
2262,9.44,9.86,10.52,0.30
2263,9.25,9.69,10.29,0.23
2264,9.60,9.73,10.37,0.19
2265,9.49,9.80,10.21,0.18
2266,9.42,9.78,10.85,0.36
2267,9.55,9.93,10.69,0.32
2268,9.56,9.79,10.09,0.14
2269,9.53,9.81,10.37,0.23
2270,9.57,9.88,10.74,0.27
2271,9.62,9.84,10.84,0.29
2272,9.51,9.88,10.43,0.26
2273,9.53,9.78,10.66,0.28
2274,9.58,9.89,10.68,0.32
2275,9.60,9.89,10.76,0.30
2276,9.62,9.83,10.38,0.21
2277,9.58,9.88,10.43,0.21
2278,9.57,9.85,10.31,0.21
2279,9.59,9.78,10.13,0.13
2280,9.62,10.12,11.70,0.54
2281,9.62,9.85,10.26,0.18
2282,9.60,9.93,10.27,0.22
2283,10.01,10.29,11.42,0.37
2284,9.83,10.40,11.14,0.39
2285,9.91,11.07,11.69,0.45
2286,9.87,10.33,11.23,0.34
2287,9.92,10.27,11.12,0.29
2288,9.79,10.15,10.90,0.26
2289,9.63,10.10,11.66,0.55
2290,9.75,9.95,10.34,0.16
2291,9.20,9.76,10.64,0.32
2292,9.54,9.85,10.27,0.16
2293,9.61,9.86,10.42,0.19
2294,9.69,10.02,10.34,0.18
2295,9.52,9.90,10.63,0.28
2296,9.63,10.19,12.18,0.75
2297,9.74,9.96,10.63,0.24
2298,9.51,9.94,10.49,0.24
2299,10.13,11.13,11.58,0.48
2300,9.24,10.97,12.18,0.87
2301,9.69,10.26,11.61,0.62
2302,9.75,9.96,10.38,0.21
2303,9.69,9.94,10.44,0.22
2304,9.67,9.98,10.56,0.27
2305,9.60,9.94,10.47,0.23
2306,9.70,9.99,10.64,0.21
2307,9.63,10.08,11.25,0.38
2308,9.69,9.90,10.51,0.21
2309,9.60,9.97,10.59,0.25
2310,9.71,10.09,11.18,0.45
2311,9.72,10.32,11.93,0.67
2312,9.76,9.98,10.60,0.23
2313,9.65,9.97,10.63,0.24
2314,9.67,9.97,11.09,0.33
2315,9.31,9.98,11.11,0.47
2316,9.45,9.95,10.85,0.32
2317,9.60,9.97,10.47,0.20
2318,9.59,10.04,10.74,0.29
2319,9.61,9.99,10.67,0.23
2320,9.80,10.07,10.48,0.21
2321,9.84,10.09,10.75,0.23
2322,9.79,10.07,10.61,0.22
2323,9.74,10.12,10.78,0.23
2324,9.79,10.13,10.77,0.26
2325,9.74,9.99,10.56,0.19
2326,9.81,10.16,11.34,0.39
2327,9.78,10.02,10.56,0.19
2328,9.65,9.91,10.60,0.26
2329,9.84,10.09,10.53,0.19
2330,9.79,10.10,10.60,0.23
2331,9.74,10.09,10.71,0.24
2332,9.80,10.06,10.44,0.19
2333,9.64,9.91,10.57,0.24
2334,9.85,10.13,10.63,0.20
2335,9.75,10.17,10.75,0.26
2336,10.08,10.49,11.21,0.34
2337,10.25,10.83,11.46,0.38
2338,10.23,11.20,13.23,0.80
2339,10.06,10.58,12.02,0.54
2340,10.25,10.50,11.52,0.35
2341,10.32,11.28,11.88,0.37
2342,9.91,10.26,10.95,0.38
2343,9.96,10.23,10.76,0.24
2344,9.91,10.20,10.62,0.19
2345,9.88,10.12,10.79,0.24
2346,9.97,10.28,11.47,0.39
2347,9.83,10.14,10.98,0.30
2348,9.80,10.17,10.66,0.24
2349,9.82,10.15,10.60,0.20
2350,9.97,10.20,10.57,0.17
2351,9.91,10.16,10.57,0.17
2352,9.88,10.10,10.57,0.16
2353,9.89,10.15,10.62,0.19
2354,9.91,10.28,11.29,0.38
2355,9.88,10.14,10.43,0.12
2356,9.98,10.18,11.09,0.31
2357,9.92,10.26,10.70,0.23
2358,9.86,10.19,10.49,0.20
2359,9.96,10.21,10.64,0.17
2360,9.99,10.19,11.24,0.34
2361,9.97,10.22,10.65,0.20
2362,9.94,10.31,11.30,0.35
2363,9.93,10.27,11.64,0.45
2364,9.94,10.27,10.77,0.22
2365,9.91,10.22,10.92,0.24
2366,9.99,10.30,10.87,0.29
2367,9.86,10.24,10.98,0.28
2368,9.63,10.12,10.67,0.25
2369,10.04,10.19,10.69,0.16
2370,10.00,10.26,10.59,0.14
2371,10.07,10.27,10.74,0.20
2372,10.09,10.32,10.77,0.18
2373,9.86,10.34,11.57,0.40
2374,10.06,10.40,10.99,0.27
2375,10.02,10.33,10.90,0.23
2376,10.07,10.27,10.83,0.20
2377,10.00,10.28,10.76,0.21
2378,9.68,10.22,10.61,0.23
2379,10.12,10.36,10.79,0.20
2380,9.77,10.24,10.85,0.33
2381,9.92,10.33,10.86,0.27
2382,9.76,10.26,10.94,0.24
2383,9.85,10.27,10.74,0.23
2384,10.10,10.29,10.76,0.17
2385,10.15,10.39,10.65,0.13
2386,10.16,10.37,11.19,0.27
2387,9.44,10.98,11.93,0.67
2388,10.39,10.79,11.98,0.50
2389,10.50,11.29,11.80,0.33
2390,10.40,11.02,12.18,0.60
2391,10.43,10.82,11.35,0.31
2392,10.49,10.78,11.53,0.31
2393,10.33,10.72,11.56,0.33
2394,10.19,10.44,11.24,0.25
2395,10.11,10.43,11.05,0.25
2396,10.08,10.44,10.99,0.24
2397,9.43,10.35,11.99,0.57
2398,10.05,10.34,10.68,0.18
2399,10.10,10.38,10.96,0.25
2400,9.68,10.31,10.97,0.34
2401,9.91,10.41,11.40,0.39
2402,10.11,10.43,11.05,0.25
2403,10.21,10.42,10.91,0.18
2404,10.28,10.50,11.18,0.25
2405,10.15,10.43,11.03,0.28
2406,10.13,10.30,10.68,0.17
2407,10.19,10.45,10.82,0.19
2408,10.26,10.40,10.82,0.15
2409,10.20,10.50,11.39,0.30
2410,10.20,10.45,11.11,0.22
2411,10.26,10.44,10.89,0.17
2412,10.22,10.51,11.02,0.20
2413,10.26,10.47,10.96,0.20
2414,10.19,10.54,11.32,0.32
2415,10.20,10.41,10.80,0.16
2416,10.25,10.45,10.85,0.19
2417,10.33,11.60,13.06,0.73
2418,10.13,10.50,11.19,0.27
2419,10.15,10.52,10.94,0.23
2420,9.87,10.21,10.74,0.21
2421,10.06,10.38,10.70,0.15
2422,10.05,10.23,10.57,0.12
2423,9.38,10.32,10.60,0.27
2424,10.23,10.52,10.82,0.15
2425,10.16,10.42,10.98,0.21
2426,10.03,10.47,10.85,0.20
2427,10.29,10.64,11.77,0.39
2428,10.28,10.62,11.31,0.26
2429,10.26,10.53,11.35,0.27
2430,10.24,10.49,11.05,0.22
2431,10.34,10.56,11.34,0.24
2432,10.20,10.60,11.06,0.19
2433,10.23,11.05,12.19,0.70
2434,10.17,11.03,12.30,0.75
2435,10.23,10.55,11.09,0.23
2436,10.23,10.59,11.52,0.31
2437,9.97,10.50,11.00,0.29
2438,9.93,10.38,11.77,0.49
2439,9.93,10.34,11.42,0.34
2440,10.17,11.29,12.47,0.47
2441,10.13,10.43,11.02,0.27
2442,10.08,10.41,11.55,0.40
2443,10.04,10.35,10.84,0.23
2444,10.03,10.36,10.95,0.27
2445,10.02,10.27,11.20,0.31
2446,9.92,10.27,10.72,0.21
2447,10.01,10.25,10.57,0.16
2448,9.81,10.20,10.76,0.24
2449,9.73,10.14,10.45,0.19
2450,9.92,10.27,10.90,0.26
2451,10.06,10.94,12.36,0.74
2452,10.08,10.86,12.47,0.75
2453,10.04,10.40,10.79,0.20
2454,10.06,10.37,11.20,0.31
2455,10.23,10.68,11.04,0.18
2456,10.25,10.59,11.19,0.26
2457,10.07,10.49,11.85,0.42
2458,10.11,10.54,11.07,0.25
2459,10.30,10.69,11.05,0.21
2460,9.84,10.78,11.85,0.51
2461,10.26,10.66,11.25,0.28
2462,10.40,10.71,11.52,0.28
2463,10.03,10.58,11.33,0.35
2464,10.14,10.57,11.23,0.26
2465,10.24,10.60,11.37,0.29
2466,10.05,10.56,11.28,0.38
2467,10.13,10.43,11.60,0.37
2468,10.15,10.37,11.02,0.24
2469,10.17,10.45,10.96,0.21
2470,9.81,10.43,11.09,0.33
2471,9.69,10.33,10.89,0.32
2472,10.06,10.45,11.48,0.36
2473,10.05,10.42,11.07,0.24
2474,10.09,10.35,11.34,0.26
2475,10.16,10.48,11.20,0.29
2476,10.07,10.50,10.88,0.25
2477,10.46,10.76,11.14,0.19
2478,10.52,10.89,11.69,0.32
2479,10.46,10.71,11.03,0.18
2480,10.53,10.77,11.50,0.27
2481,10.61,10.84,11.30,0.18
2482,10.56,10.77,11.61,0.27
2483,10.41,10.74,11.39,0.27
2484,10.49,10.76,11.32,0.22
2485,10.52,10.85,11.37,0.24
2486,10.50,10.74,11.31,0.19
2487,10.32,11.26,15.26,1.32
2488,10.24,11.06,12.32,0.39
2489,10.63,11.13,11.72,0.26
2490,11.05,11.84,12.39,0.35
2491,10.59,11.20,12.65,0.67
2492,9.58,11.36,12.70,0.95
2493,10.45,10.94,12.59,0.53
2494,10.56,10.84,11.81,0.34
2495,10.11,10.60,11.62,0.43
2496,10.30,10.66,11.62,0.36
2497,10.03,10.48,11.05,0.29
2498,10.30,10.53,11.32,0.30
2499,10.17,10.50,11.03,0.21
2500,10.15,10.56,11.56,0.38
2501,10.27,10.51,11.02,0.23
2502,10.41,10.90,12.37,0.68
2503,10.26,11.58,12.45,0.81
2504,10.34,10.68,11.03,0.18
2505,10.61,10.80,11.44,0.22
2506,10.37,10.92,12.01,0.40
2507,10.65,10.88,11.50,0.23
2508,10.69,10.91,11.15,0.15
2509,10.59,10.78,11.42,0.20
2510,10.46,10.81,11.57,0.28
2511,10.54,10.82,11.23,0.17
2512,10.62,10.86,11.24,0.19
2513,10.55,10.97,12.32,0.46
2514,10.65,10.92,11.60,0.28
2515,10.59,10.93,12.26,0.46
2516,10.59,10.92,11.53,0.23
2517,10.67,10.99,11.61,0.31
2518,10.61,10.83,11.45,0.21
2519,10.62,10.90,11.30,0.19
2520,10.68,10.90,11.41,0.20
2521,10.66,10.93,11.65,0.26
2522,10.40,10.94,11.35,0.24
2523,10.79,10.95,11.30,0.13
2524,10.63,10.99,11.92,0.32
2525,10.46,10.96,12.01,0.34
2526,10.74,10.97,11.90,0.31
2527,10.70,11.02,12.04,0.33
2528,10.71,10.96,11.45,0.19
2529,10.80,12.01,12.80,0.54
2530,10.70,10.98,11.46,0.20
2531,10.77,11.02,11.65,0.24
2532,10.79,11.07,11.65,0.27
2533,10.73,10.96,11.39,0.17
2534,10.62,11.04,12.09,0.33
2535,10.64,10.96,11.44,0.19
2536,10.73,11.08,11.80,0.25
2537,10.79,11.34,12.08,0.34
2538,10.97,11.33,12.06,0.26
2539,12.09,12.43,12.71,0.13
2540,11.16,11.49,12.72,0.43
2541,11.20,11.53,12.93,0.48
2542,11.07,11.38,11.93,0.25
2543,10.83,11.40,12.08,0.34
2544,10.81,11.21,12.45,0.45
2545,10.90,11.08,11.91,0.28
2546,10.87,11.08,11.45,0.15
2547,10.66,11.08,12.49,0.35
2548,10.83,12.06,12.90,0.56
2549,10.62,11.10,11.61,0.27
2550,10.77,11.06,11.80,0.28
2551,10.77,11.13,11.92,0.27
2552,10.82,11.14,11.69,0.23
2553,10.65,11.00,11.38,0.23
2554,10.88,11.13,12.11,0.33
2555,10.89,11.23,12.06,0.33
2556,10.60,11.00,11.38,0.20
2557,10.78,11.18,11.79,0.34
2558,10.65,11.12,11.87,0.31
2559,10.93,11.19,11.78,0.23
2560,10.81,11.14,11.77,0.24
2561,10.87,11.16,11.99,0.28
2562,10.89,11.11,11.56,0.18
2563,10.94,11.11,11.60,0.17
2564,10.94,11.68,12.73,0.64
2565,10.67,11.76,12.76,0.74
2566,10.77,11.07,11.54,0.23
2567,10.74,11.12,11.70,0.26
2568,10.81,11.14,11.75,0.25
2569,10.79,11.27,12.42,0.44
2570,11.05,12.35,12.88,0.50
2571,11.81,12.84,14.28,0.62
2572,10.69,11.18,12.64,0.45
2573,10.69,11.01,11.39,0.18
2574,10.57,11.07,11.65,0.22
2575,10.71,11.14,11.57,0.20
2576,10.90,11.15,11.65,0.19
2577,11.07,11.35,12.12,0.28
2578,10.80,11.20,11.72,0.24
2579,10.88,11.17,11.73,0.24
2580,10.79,11.14,11.81,0.27
2581,10.77,11.20,11.80,0.26
2582,10.71,11.28,11.77,0.31
2583,10.41,11.15,11.59,0.25
2584,11.08,11.52,12.30,0.28
2585,11.29,11.59,12.34,0.27
2586,12.27,12.54,12.94,0.20
2587,11.39,11.79,13.15,0.46
2588,11.39,11.68,12.65,0.37
2589,11.33,11.64,12.29,0.29
2590,11.30,11.64,12.38,0.27
2591,10.82,11.27,12.09,0.34
2592,10.89,11.23,11.60,0.17
2593,10.65,11.11,11.62,0.26
2594,10.98,11.20,11.68,0.18
2595,10.96,11.28,11.73,0.22
2596,10.99,11.31,11.76,0.19
2597,10.68,11.27,11.67,0.25
2598,10.94,11.23,11.56,0.16
2599,10.89,11.25,11.70,0.20
2600,10.77,11.26,11.78,0.28
2601,10.99,11.29,11.77,0.19
2602,10.91,11.28,12.23,0.32
2603,10.93,11.26,11.84,0.25
2604,11.08,11.27,11.76,0.17
2605,11.11,12.32,13.30,0.61
2606,10.69,11.45,13.27,0.57
2607,11.09,11.35,11.71,0.18
2608,11.08,11.38,11.78,0.22
2609,10.72,11.20,11.75,0.27
2610,11.21,11.37,11.79,0.18
2611,11.09,11.40,12.06,0.25
2612,11.05,11.27,11.51,0.12
2613,11.11,11.38,11.96,0.24
2614,11.05,11.40,11.89,0.24
2615,11.05,11.35,11.94,0.23
2616,10.81,11.26,11.76,0.24
2617,11.07,11.32,11.84,0.19
2618,10.76,11.25,11.95,0.30
2619,10.98,11.33,11.82,0.19
2620,11.08,11.34,11.83,0.19
2621,11.12,11.34,11.84,0.19
2622,11.13,11.48,11.92,0.19
2623,11.19,11.51,12.58,0.37
2624,11.06,11.34,11.84,0.24
2625,11.06,11.49,12.29,0.37
2626,11.19,11.43,12.12,0.25
2627,11.12,11.46,11.80,0.22
2628,11.41,11.81,12.29,0.27
2629,11.31,11.81,12.92,0.40
2630,12.73,13.33,14.23,0.44
2631,11.69,12.09,13.82,0.61
2632,11.50,11.91,12.91,0.35
2633,11.52,11.86,12.59,0.29
2634,11.53,11.86,12.65,0.31
2635,11.33,11.99,12.64,0.41
2636,11.30,11.76,12.76,0.39
2637,11.80,12.12,12.56,0.21
2638,11.17,11.58,12.80,0.44
2639,11.34,11.59,12.06,0.20
2640,11.21,11.53,12.51,0.36
2641,11.06,11.49,11.86,0.23
2642,11.28,11.54,12.18,0.27
2643,11.31,11.63,12.37,0.28
2644,11.18,11.51,11.84,0.19
2645,11.24,11.52,12.29,0.28
2646,11.33,12.32,12.91,0.53
2647,10.66,11.87,13.55,0.82
2648,11.43,11.63,12.28,0.21
2649,11.42,11.69,12.50,0.32
2650,11.53,12.45,13.50,0.54
2651,10.71,12.72,14.08,0.99
2652,10.93,11.81,13.80,0.79
2653,11.27,11.50,11.88,0.17
2654,11.29,11.65,12.20,0.20
2655,11.16,11.55,11.99,0.19
2656,11.37,11.56,12.05,0.19
2657,11.16,11.61,12.33,0.30
2658,11.16,11.58,12.13,0.27
2659,11.37,11.65,12.23,0.24
2660,11.37,11.68,12.10,0.21
2661,11.25,11.58,12.28,0.26
2662,11.33,11.62,12.59,0.32
2663,11.36,11.70,12.22,0.25
2664,11.34,11.67,12.53,0.30
2665,11.26,11.65,12.14,0.26
2666,11.44,11.70,12.48,0.28
2667,11.42,11.84,12.35,0.35
2668,11.41,11.77,12.48,0.29
2669,11.38,11.78,12.75,0.43
2670,11.91,12.29,13.10,0.35
2671,11.84,12.17,13.45,0.43
2672,11.64,12.89,14.68,0.81
2673,11.88,13.05,15.21,1.03
2674,11.64,12.30,13.45,0.50
2675,11.58,11.98,13.38,0.48
2676,11.58,11.91,12.75,0.33
2677,11.42,11.80,12.71,0.41
2678,11.29,11.59,11.78,0.15
2679,11.33,11.54,11.85,0.12
2680,11.38,11.69,12.48,0.30
2681,11.41,11.75,12.67,0.38
2682,11.46,11.77,12.53,0.24
2683,11.37,11.60,12.13,0.21
2684,11.04,11.39,12.17,0.34
2685,11.15,11.61,12.06,0.25
2686,11.22,11.64,12.26,0.26
2687,11.36,11.71,12.34,0.26
2688,11.27,11.70,12.36,0.27
2689,11.35,11.74,12.69,0.34
2690,11.46,11.71,12.26,0.22
2691,11.53,11.79,12.81,0.35
2692,11.43,11.75,12.04,0.17
2693,11.44,11.69,12.36,0.25
2694,11.43,11.67,12.21,0.19
2695,11.39,11.66,12.02,0.17
2696,11.23,11.58,12.22,0.24
2697,11.42,11.75,12.16,0.25
2698,11.41,11.79,12.97,0.40
2699,11.47,11.72,12.19,0.18
2700,11.45,11.68,12.06,0.16
2701,11.50,11.68,12.19,0.18
2702,11.46,11.70,12.14,0.17
2703,11.42,11.76,12.34,0.24
2704,11.20,11.68,12.09,0.25
2705,11.52,11.77,12.10,0.18
2706,11.44,12.44,13.31,0.71
2707,11.17,12.20,14.14,0.80
2708,11.54,11.78,12.44,0.26
2709,11.24,11.74,12.42,0.29
2710,11.56,11.81,12.61,0.32
2711,11.60,11.81,12.23,0.20
2712,10.90,11.68,12.51,0.36
2713,11.50,11.87,12.49,0.20
2714,11.45,11.73,12.25,0.21
2715,11.48,11.99,12.34,0.22
2716,11.91,12.21,13.29,0.38
2717,11.78,12.74,13.60,0.55
2718,11.69,12.69,14.05,0.77
2719,11.96,12.26,12.90,0.26
2720,11.61,12.13,13.75,0.53
2721,11.31,11.70,12.78,0.38
2722,11.47,11.98,12.61,0.31
2723,11.38,11.84,12.43,0.28
2724,11.62,11.82,12.25,0.16
2725,11.50,11.88,12.57,0.26
2726,11.55,11.97,12.45,0.26
2727,11.49,11.90,12.83,0.34
2728,11.55,11.87,12.16,0.17
2729,11.19,11.78,12.95,0.42
2730,11.56,11.82,12.30,0.17
2731,11.47,11.90,13.37,0.50
2732,11.62,11.86,12.30,0.20
2733,11.68,12.02,12.73,0.28
2734,11.64,11.95,13.22,0.43
2735,11.60,11.86,12.41,0.20
2736,11.59,11.88,12.87,0.32
2737,11.27,11.78,12.54,0.30
2738,11.63,11.93,12.37,0.20
2739,11.52,11.91,12.34,0.22
2740,11.59,11.96,12.48,0.23
2741,11.67,11.87,12.43,0.21
2742,11.63,11.96,13.07,0.42
2743,11.52,11.88,12.33,0.22
2744,11.59,11.90,12.79,0.33
2745,11.69,11.99,12.56,0.27
2746,11.20,11.82,12.56,0.30
2747,11.27,11.92,12.56,0.29
2748,11.69,11.95,12.64,0.24
2749,11.70,12.03,12.78,0.28
2750,11.64,11.96,12.47,0.22
2751,11.56,11.94,12.36,0.24
2752,11.71,12.04,12.52,0.24
2753,11.79,11.98,12.41,0.17
2754,11.44,11.99,12.45,0.26
2755,11.72,12.01,12.72,0.26
2756,11.70,11.96,12.94,0.32
2757,11.82,11.97,12.35,0.15
2758,11.65,12.15,13.21,0.39
2759,11.50,11.94,12.53,0.28
2760,11.81,13.05,16.34,1.10
2761,12.56,13.09,13.99,0.42
2762,12.58,13.67,14.63,0.66
2763,12.19,13.03,13.92,0.47
2764,12.17,12.78,13.80,0.55
2765,12.02,12.43,13.98,0.50
2766,11.82,12.33,13.53,0.40
2767,11.72,11.98,12.40,0.15
2768,11.70,12.28,13.49,0.46
2769,11.81,12.05,12.38,0.16
2770,11.55,11.98,12.93,0.34
2771,11.71,12.12,12.73,0.30
2772,11.73,12.86,14.25,0.78
2773,11.85,12.14,12.46,0.18
2774,11.87,12.11,12.99,0.30
2775,11.89,12.15,12.77,0.24
2776,11.70,12.07,12.73,0.26
2777,11.76,12.14,13.18,0.38
2778,11.88,12.15,12.52,0.19
2779,11.74,12.13,12.61,0.25
2780,11.21,13.42,14.48,0.76
2781,11.11,12.23,15.64,0.84
2782,11.83,12.14,12.88,0.25
2783,11.75,12.14,12.87,0.28
2784,11.90,12.14,12.63,0.22
2785,11.86,12.08,12.60,0.18
2786,11.85,12.14,12.93,0.27
2787,11.84,12.12,12.69,0.23
2788,11.94,12.17,12.79,0.21
2789,11.90,12.12,12.51,0.18
2790,11.85,12.09,12.58,0.20
2791,11.86,12.10,12.49,0.17
2792,11.58,12.10,13.09,0.36
2793,11.37,11.97,12.59,0.32
2794,11.95,12.36,13.13,0.34
2795,11.81,12.25,12.86,0.34
2796,12.37,13.32,14.02,0.44
2797,11.85,12.47,14.04,0.55
2798,11.90,12.27,12.80,0.22
2799,11.98,12.23,12.99,0.29
2800,11.82,12.19,13.40,0.39
2801,11.88,12.17,12.96,0.26
2802,11.75,12.11,12.66,0.22
2803,11.79,12.45,12.98,0.29
2804,12.09,12.56,13.23,0.33
2805,12.37,13.59,14.04,0.40
2806,12.35,12.83,13.94,0.51
2807,12.33,13.22,14.05,0.43
2808,12.65,13.13,14.13,0.37
2809,12.50,13.61,14.47,0.60
2810,12.02,12.25,12.65,0.16
2811,11.79,12.19,12.68,0.21
2812,11.77,12.19,13.07,0.32
2813,11.91,12.27,13.03,0.26
2814,12.49,13.46,13.97,0.41
2815,11.96,12.16,12.69,0.17
2816,12.67,13.44,14.25,0.47
2817,11.96,12.41,13.44,0.39
2818,11.69,12.27,13.49,0.45
2819,11.87,12.18,12.87,0.25
2820,12.11,12.37,13.02,0.26
2821,11.88,12.21,12.76,0.23
2822,12.18,13.47,14.18,0.55
2823,11.28,13.30,15.29,1.13
2824,12.05,12.31,12.74,0.18
2825,11.48,12.11,13.23,0.36
2826,10.16,12.25,13.31,0.59
2827,11.33,12.98,15.60,1.24
2828,11.93,12.16,12.64,0.14
2829,12.01,12.31,12.79,0.18
2830,12.06,12.39,13.34,0.31
2831,11.97,12.31,13.06,0.29
2832,11.63,12.16,12.68,0.31
2833,11.89,12.28,12.81,0.23
2834,11.95,12.29,12.79,0.22
2835,11.47,12.19,12.87,0.32
2836,12.08,12.31,12.72,0.14
2837,12.12,12.34,12.95,0.20
2838,12.12,12.30,12.88,0.20
2839,12.08,13.33,14.99,0.68
2840,12.18,12.48,13.69,0.31
2841,12.11,12.43,12.98,0.23
2842,12.04,12.36,12.88,0.21
2843,12.05,12.28,12.84,0.21
2844,12.02,12.41,13.28,0.33
2845,11.60,12.48,13.28,0.42
2846,12.31,13.41,14.81,0.53
2847,12.16,12.78,14.65,0.57
2848,12.19,12.47,13.30,0.33
2849,12.08,12.42,12.88,0.20
2850,12.03,12.31,12.65,0.17
2851,12.62,13.69,13.96,0.35
2852,12.09,12.46,13.14,0.30
2853,12.04,12.48,13.80,0.45
2854,12.19,12.40,12.84,0.18
2855,12.15,12.36,12.83,0.18
2856,12.12,12.40,12.88,0.20
2857,12.15,12.48,12.81,0.22
2858,12.22,12.41,12.98,0.19
2859,11.94,12.23,12.93,0.26
2860,11.74,12.17,12.42,0.19
2861,12.15,12.37,12.86,0.21
2862,12.13,13.42,14.16,0.57
2863,12.16,12.47,13.04,0.25
2864,11.71,12.55,13.95,0.49
2865,12.15,12.51,13.74,0.42
2866,12.27,13.67,14.38,0.55
2867,12.14,12.42,13.04,0.22
2868,12.23,12.45,12.87,0.17
2869,12.19,12.56,13.64,0.38
2870,12.26,12.46,12.71,0.13
2871,12.12,12.51,13.28,0.32
2872,12.05,12.42,13.05,0.28
2873,12.14,12.48,13.05,0.24
2874,12.21,12.51,13.07,0.27
2875,12.47,13.61,15.03,0.80
2876,12.25,12.53,13.29,0.28
2877,12.27,12.51,12.94,0.15
2878,12.23,12.50,13.11,0.24
2879,12.24,12.60,13.78,0.40
2880,12.28,12.58,12.88,0.17
2881,11.98,12.57,13.19,0.31
2882,12.10,12.45,12.87,0.19
2883,12.34,12.55,13.32,0.26
2884,12.23,12.52,13.15,0.23
2885,12.33,12.53,13.00,0.18
2886,12.24,12.56,13.32,0.28
2887,12.19,12.51,12.94,0.18
2888,12.39,12.83,13.32,0.24
2889,12.65,12.91,13.58,0.24
2890,12.26,12.64,13.87,0.44
2891,12.25,12.55,12.99,0.17
2892,12.27,12.55,13.10,0.20
2893,12.37,12.59,12.98,0.16
2894,12.24,12.64,14.12,0.44
2895,12.21,12.64,13.45,0.30
2896,12.15,12.51,13.02,0.20
2897,12.25,12.61,13.25,0.24
2898,12.26,12.60,13.63,0.38
2899,12.20,12.56,13.26,0.29
2900,12.36,12.79,13.89,0.42
2901,12.37,12.72,13.69,0.38
2902,12.36,12.68,13.22,0.22
2903,12.49,12.73,13.77,0.33
2904,12.39,12.61,13.12,0.19
2905,12.30,12.64,13.13,0.20
2906,12.37,12.60,13.13,0.20
2907,12.38,12.68,13.35,0.25
2908,12.37,12.62,13.08,0.19
2909,12.44,12.68,13.02,0.18
2910,12.44,12.72,13.13,0.18
2911,12.18,12.55,13.08,0.24
2912,12.39,12.70,13.22,0.23
2913,12.52,12.84,13.52,0.25
2914,11.86,12.60,13.50,0.38
2915,12.54,12.84,13.49,0.26
2916,12.49,12.79,13.29,0.21
2917,12.41,12.74,13.51,0.26
2918,12.50,12.73,13.27,0.19
2919,12.42,12.76,13.26,0.20
2920,12.52,12.80,13.38,0.23
2921,12.57,12.83,13.25,0.20
2922,12.46,12.81,13.52,0.26
2923,12.51,12.79,13.61,0.28
2924,12.44,12.73,13.53,0.30
2925,12.61,12.92,13.44,0.20
2926,12.57,12.93,14.12,0.43
2927,12.52,12.84,13.16,0.19
2928,12.53,12.84,13.37,0.23
2929,12.21,12.71,13.76,0.37
2930,12.85,13.68,14.39,0.55
2931,12.77,13.20,14.44,0.43
2932,12.43,12.79,13.64,0.28
2933,12.62,12.92,13.34,0.23
2934,12.54,12.87,13.53,0.25
2935,12.44,12.71,13.15,0.19
2936,12.42,12.64,13.22,0.20
2937,12.54,12.75,13.36,0.22
2938,12.57,12.84,13.71,0.31
2939,12.14,12.72,13.31,0.32
2940,12.53,12.80,13.69,0.29
2941,12.40,13.08,14.70,0.60
2942,12.69,13.27,14.22,0.52
2943,11.89,12.83,13.60,0.52
2944,12.54,13.07,14.68,0.57
2945,12.41,13.02,16.14,0.86
2946,12.66,12.86,13.30,0.20
2947,12.60,12.82,13.22,0.20
2948,12.55,12.82,13.38,0.21
2949,12.53,12.86,13.31,0.21
2950,12.41,12.82,13.60,0.30
2951,12.61,12.98,13.72,0.37
2952,12.67,12.87,13.18,0.18
2953,12.61,12.82,13.24,0.16
2954,12.57,12.90,13.91,0.33
2955,12.34,12.81,13.59,0.29
2956,12.55,12.94,14.14,0.43
2957,12.61,12.89,13.37,0.20
2958,12.66,13.04,14.06,0.44
2959,13.57,14.18,15.18,0.42
2960,12.23,13.72,14.74,0.69
2961,12.23,12.66,13.63,0.30
2962,12.96,13.21,13.87,0.28
2963,12.95,13.56,14.75,0.55
2964,12.53,13.68,14.65,0.78
2965,12.60,12.98,13.49,0.24
2966,12.52,12.94,13.63,0.28
2967,12.56,12.87,13.51,0.24
2968,12.64,12.90,13.57,0.25
2969,12.47,12.88,13.39,0.25
2970,12.46,12.96,13.40,0.25
2971,12.83,13.32,14.13,0.35
2972,12.54,13.26,14.48,0.43
2973,13.65,14.40,15.07,0.39
2974,13.06,13.44,14.42,0.39
2975,12.93,14.08,15.01,0.51
2976,12.92,13.37,14.55,0.40
2977,12.53,13.27,14.60,0.47
2978,12.65,13.09,14.33,0.44
2979,12.73,13.01,13.64,0.25
2980,12.69,13.02,13.80,0.27
2981,12.70,12.99,14.18,0.40
2982,12.78,13.02,13.53,0.19
2983,12.61,13.03,13.60,0.33
2984,12.73,12.97,13.69,0.28
2985,12.38,12.97,14.37,0.46
2986,12.80,13.07,13.55,0.25
2987,12.74,13.01,13.75,0.29
2988,12.41,13.02,13.81,0.33
2989,12.74,12.99,13.50,0.18
2990,12.71,13.04,13.81,0.30
2991,12.63,13.04,14.07,0.40
2992,12.69,12.97,13.48,0.19
2993,12.43,12.90,13.46,0.24
