clients,duration,failed_transactions,initial_connection_time,jobs,latency_avg,num_clients,num_threads,run_number,scaling_factor,test_type,threshold,tps,transaction_type,transactions_processed,version
1000,3,0,239.693,16,19.462,1000,16,4,1,listen_unlisten_common,16,51382.450929,listen_unlisten_common.sql,152917,optimize_listen_notify_v4
1000,3,0,250.322,32,8520.318,1000,32,8,1,listen_notify_common,,117.366512,listen_notify_common.sql,1673,master
8,3,0,2.441,8,0.054,8,8,4,1,listen_unlisten_common,,146902.559346,listen_unlisten_common.sql,440958,master
1000,3,0,266.626,4,2.264,1000,4,0,1,listen_unique,1,441793.425159,listen_unique.sql,1283671,optimize_listen_notify_v4
32,3,0,7.365,32,0.226,32,32,0,1,listen_unlisten_unique,8,141849.704473,listen_unlisten_unique.sql,425726,optimize_listen_notify_v4
32,3,0,7.188,32,0.111,32,32,7,1,listen_common,,287866.03454,listen_common.sql,866279,master
1000,3,0,236.851,32,347.58,1000,32,9,1,listen_notify_unique,16,2877.033424,listen_notify_unique.sql,8679,optimize_listen_notify_v4
1000,3,0,851.602,1,10370.473,1000,1,5,1,listen_notify_common,,96.427617,listen_notify_common.sql,1721,master
16,3,0,3.985,16,0.399,16,16,1,1,listen_notify_common,8,40107.262839,listen_notify_common.sql,121044,optimize_listen_notify_v4
4,3,0,1.762,4,0.033,4,4,8,1,listen_unlisten_common,1,120987.617366,listen_unlisten_common.sql,363765,optimize_listen_notify_v4
1000,3,0,245.883,32,1.884,1000,32,3,1,listen_unique,1,530775.363552,listen_unique.sql,1550527,optimize_listen_notify_v4
1000,3,0,236.645,16,1.88,1000,16,1,1,listen_unique,8,531805.082371,listen_unique.sql,1535509,optimize_listen_notify_v4
2,3,0,1.522,2,0.019,2,2,4,1,listen_notify_unique,1,108076.077429,listen_notify_unique.sql,325012,optimize_listen_notify_v4
32,3,0,7.152,32,0.115,32,32,5,1,listen_common,16,277748.203973,listen_common.sql,835861,optimize_listen_notify_v4
4,3,0,1.572,4,0.028,4,4,7,1,listen_notify_unique,8,140458.286675,listen_notify_unique.sql,422705,optimize_listen_notify_v4
1,3,0,1.103,1,0.016,1,1,4,1,listen_notify_common,1,62128.108557,listen_notify_common.sql,187013,optimize_listen_notify_v4
16,3,0,4.069,16,0.057,16,16,4,1,listen_common,1,278528.286243,listen_common.sql,837163,optimize_listen_notify_v4
1000,3,0,236.035,32,9783.129,1000,32,9,1,listen_notify_unique,,102.216782,listen_notify_unique.sql,1739,master
1,3,0,0.951,1,0.02,1,1,4,1,listen_unlisten_unique,16,50974.140313,listen_unlisten_unique.sql,153285,optimize_listen_notify_v4
8,3,0,2.823,8,0.055,8,8,5,1,listen_unlisten_unique,,146652.186639,listen_unlisten_unique.sql,440901,master
2,3,0,1.232,2,0.023,2,2,4,1,listen_unlisten_common,16,86814.620759,listen_unlisten_common.sql,261131,optimize_listen_notify_v4
32,3,0,6.876,32,0.111,32,32,6,1,listen_unique,,289374.746659,listen_unique.sql,866671,master
1000,3,0,251.246,4,360.159,1000,4,5,1,listen_notify_unique,8,2776.548067,listen_notify_unique.sql,8373,optimize_listen_notify_v4
1000,3,0,876.946,1,10352.364,1000,1,4,1,listen_notify_unique,,96.596295,listen_notify_unique.sql,1624,master
4,3,0,1.887,4,0.028,4,4,8,1,listen_notify_unique,16,141103.601396,listen_notify_unique.sql,424663,optimize_listen_notify_v4
1000,3,0,836.702,1,326.804,1000,1,2,1,listen_notify_unique,8,3059.942463,listen_notify_unique.sql,7421,optimize_listen_notify_v4
1000,3,0,356.704,8,18.583,1000,8,2,1,listen_unlisten_common,,53813.22843,listen_unlisten_common.sql,154086,master
8,3,0,2.601,8,0.135,8,8,4,1,listen_notify_common,8,59475.106917,listen_notify_common.sql,179384,optimize_listen_notify_v4
2,3,0,1.366,2,0.023,2,2,1,1,listen_unlisten_common,,88242.815757,listen_unlisten_common.sql,265002,master
1000,3,0,473.374,2,14.252,1000,2,2,1,listen_unlisten_common,8,70163.574808,listen_unlisten_common.sql,192675,optimize_listen_notify_v4
1000,3,0,244.683,8,2.257,1000,8,0,1,listen_common,16,443095.202883,listen_common.sql,1246363,optimize_listen_notify_v4
1000,3,0,248.234,16,345.027,1000,16,9,1,listen_notify_unique,8,2898.323854,listen_notify_unique.sql,8739,optimize_listen_notify_v4
1000,3,0,230.882,32,18.799,1000,32,4,1,listen_unlisten_common,8,53194.282327,listen_unlisten_common.sql,159458,optimize_listen_notify_v4
1000,3,0,250.061,16,19.635,1000,16,6,1,listen_unlisten_common,1,50929.32011,listen_unlisten_common.sql,151716,optimize_listen_notify_v4
1000,3,0,252.852,4,2.408,1000,4,2,1,listen_unique,16,415347.568018,listen_unique.sql,1195465,optimize_listen_notify_v4
1000,3,0,248.516,16,341.77,1000,16,6,1,listen_notify_unique,16,2925.94712,listen_notify_unique.sql,8805,optimize_listen_notify_v4
32,3,0,6.985,32,1.228,32,32,2,1,listen_notify_common,8,26062.50443,listen_notify_common.sql,78679,optimize_listen_notify_v4
16,3,0,3.995,16,0.387,16,16,9,1,listen_notify_unique,,41391.790842,listen_notify_unique.sql,124175,master
4,3,0,1.77,4,0.017,4,4,0,1,listen_unique,16,239494.586015,listen_unique.sql,719658,optimize_listen_notify_v4
16,3,0,3.733,16,0.114,16,16,3,1,listen_unlisten_unique,8,140075.100229,listen_unlisten_unique.sql,421082,optimize_listen_notify_v4
1000,3,0,247.033,8,18.192,1000,8,8,1,listen_unlisten_unique,1,54968.018565,listen_unlisten_unique.sql,163324,optimize_listen_notify_v4
4,3,0,1.971,4,0.033,4,4,2,1,listen_unlisten_common,,121314.03677,listen_unlisten_common.sql,364929,master
1,3,0,1.196,1,0.01,1,1,5,1,listen_common,,103639.247363,listen_common.sql,310908,master
1000,3,0,250.103,8,9024.9,1000,8,7,1,listen_notify_common,8,110.804557,listen_notify_common.sql,1872,optimize_listen_notify_v4
32,3,0,7.496,32,0.225,32,32,8,1,listen_unlisten_unique,,142226.513221,listen_unlisten_unique.sql,427059,master
1000,3,0,870.795,1,3.166,1000,1,5,1,listen_unique,16,315857.012765,listen_unique.sql,681561,optimize_listen_notify_v4
1000,3,0,470.542,2,2.661,1000,2,5,1,listen_unique,1,375764.048755,listen_unique.sql,989330,optimize_listen_notify_v4
8,3,0,2.706,8,0.027,8,8,3,1,listen_common,16,301748.594488,listen_common.sql,907492,optimize_listen_notify_v4
1000,3,0,232.147,8,9389.179,1000,8,8,1,listen_notify_common,16,106.505583,listen_notify_common.sql,1836,optimize_listen_notify_v4
8,3,0,2.823,8,0.026,8,8,2,1,listen_common,16,304818.6102,listen_common.sql,915776,optimize_listen_notify_v4
1000,3,0,238.792,8,8334.989,1000,8,9,1,listen_notify_common,16,119.976165,listen_notify_common.sql,1889,optimize_listen_notify_v4
32,3,0,7.05,32,0.223,32,32,9,1,listen_unlisten_unique,,143251.85406,listen_unlisten_unique.sql,430070,master
1000,3,0,464.939,2,2.658,1000,2,4,1,listen_unique,1,376197.294352,listen_unique.sql,978713,optimize_listen_notify_v4
1000,3,0,906.309,1,3.333,1000,1,4,1,listen_unique,16,300039.31788,listen_unique.sql,635672,optimize_listen_notify_v4
1,3,0,0.945,1,0.01,1,1,4,1,listen_common,,103437.76661,listen_common.sql,311228,master
1000,3,0,235.633,8,8886.12,1000,8,6,1,listen_notify_common,8,112.535054,listen_notify_common.sql,1908,optimize_listen_notify_v4
4,3,0,2.136,4,0.033,4,4,3,1,listen_unlisten_common,,120301.079431,listen_unlisten_common.sql,361751,master
1000,3,0,239.492,8,18.378,1000,8,9,1,listen_unlisten_unique,1,54412.948945,listen_unlisten_unique.sql,162168,optimize_listen_notify_v4
16,3,0,3.966,16,0.114,16,16,2,1,listen_unlisten_unique,8,140674.538309,listen_unlisten_unique.sql,422984,optimize_listen_notify_v4
4,3,0,1.901,4,0.016,4,4,1,1,listen_unique,16,243000.224792,listen_unique.sql,729675,optimize_listen_notify_v4
1000,3,0,226.231,16,341.229,1000,16,7,1,listen_notify_unique,16,2930.57902,listen_notify_unique.sql,8937,optimize_listen_notify_v4
16,3,0,4.51,16,0.389,16,16,8,1,listen_notify_unique,,41118.568248,listen_notify_unique.sql,123593,master
32,3,0,6.927,32,1.257,32,32,3,1,listen_notify_common,8,25466.795792,listen_notify_common.sql,76918,optimize_listen_notify_v4
1000,3,0,252.829,4,2.187,1000,4,3,1,listen_unique,16,457296.182742,listen_unique.sql,1290322,optimize_listen_notify_v4
1000,3,0,245.959,16,18.909,1000,16,7,1,listen_unlisten_common,1,52885.733842,listen_unlisten_common.sql,157312,optimize_listen_notify_v4
1000,3,0,237.013,32,18.955,1000,32,5,1,listen_unlisten_common,8,52757.305851,listen_unlisten_common.sql,157136,optimize_listen_notify_v4
1000,3,0,215.927,16,344.849,1000,16,8,1,listen_notify_unique,8,2899.815982,listen_notify_unique.sql,8749,optimize_listen_notify_v4
1000,3,0,473.071,2,14.569,1000,2,3,1,listen_unlisten_common,8,68637.902329,listen_unlisten_common.sql,188651,optimize_listen_notify_v4
1000,3,0,243.864,8,2.069,1000,8,1,1,listen_common,16,483278.89765,listen_common.sql,1406272,optimize_listen_notify_v4
2,3,0,1.672,2,0.023,2,2,0,1,listen_unlisten_common,,85233.96794,listen_unlisten_common.sql,256420,master
8,3,0,2.733,8,0.133,8,8,5,1,listen_notify_common,8,59988.073032,listen_notify_common.sql,180865,optimize_listen_notify_v4
1000,3,0,232.252,8,18.028,1000,8,3,1,listen_unlisten_common,,55468.307364,listen_unlisten_common.sql,165649,master
1000,3,0,869.53,1,336.57,1000,1,3,1,listen_notify_unique,8,2971.148594,listen_notify_unique.sql,7175,optimize_listen_notify_v4
2,3,0,1.37,2,0.023,2,2,5,1,listen_unlisten_common,16,86273.473119,listen_unlisten_common.sql,259126,optimize_listen_notify_v4
4,3,0,1.634,4,0.029,4,4,9,1,listen_notify_unique,16,139830.150653,listen_notify_unique.sql,420587,optimize_listen_notify_v4
1000,3,0,873.417,1,10461.258,1000,1,5,1,listen_notify_unique,,95.590795,listen_notify_unique.sql,1672,master
1000,3,0,266.972,4,354.458,1000,4,4,1,listen_notify_unique,8,2821.209218,listen_notify_unique.sql,8416,optimize_listen_notify_v4
32,3,0,7.49,32,0.111,32,32,7,1,listen_unique,,287089.960404,listen_unique.sql,862517,master
1,3,0,1.037,1,0.019,1,1,5,1,listen_unlisten_unique,16,52551.578278,listen_unlisten_unique.sql,157930,optimize_listen_notify_v4
1000,3,0,247.599,32,9888.348,1000,32,8,1,listen_notify_unique,,101.129132,listen_notify_unique.sql,1764,master
16,3,0,3.891,16,0.057,16,16,5,1,listen_common,1,282572.946247,listen_common.sql,849709,optimize_listen_notify_v4
8,3,0,2.65,8,0.055,8,8,4,1,listen_unlisten_unique,,144774.617091,listen_unlisten_unique.sql,434087,master
1,3,0,0.968,1,0.016,1,1,5,1,listen_notify_common,1,60974.10674,listen_notify_common.sql,183050,optimize_listen_notify_v4
4,3,0,1.555,4,0.028,4,4,6,1,listen_notify_unique,8,141123.681264,listen_notify_unique.sql,424526,optimize_listen_notify_v4
1000,3,0,233.735,16,2.052,1000,16,0,1,listen_unique,8,487280.472268,listen_unique.sql,1423950,optimize_listen_notify_v4
1000,3,0,249.648,32,1.988,1000,32,2,1,listen_unique,1,503082.287801,listen_unique.sql,1465935,optimize_listen_notify_v4
4,3,0,1.932,4,0.033,4,4,9,1,listen_unlisten_common,1,119730.045159,listen_unlisten_common.sql,359676,optimize_listen_notify_v4
32,3,0,6.759,32,0.111,32,32,4,1,listen_common,16,287892.009118,listen_common.sql,864730,optimize_listen_notify_v4
2,3,0,1.181,2,0.018,2,2,5,1,listen_notify_unique,1,108829.685388,listen_notify_unique.sql,327732,optimize_listen_notify_v4
16,3,0,4.012,16,0.401,16,16,0,1,listen_notify_common,8,39895.042174,listen_notify_common.sql,120387,optimize_listen_notify_v4
1000,3,0,837.54,1,9666.17,1000,1,4,1,listen_notify_common,,103.453594,listen_notify_common.sql,1638,master
1000,3,0,246.407,32,355.571,1000,32,8,1,listen_notify_unique,16,2812.378174,listen_notify_unique.sql,8491,optimize_listen_notify_v4
32,3,0,7.54,32,0.114,32,32,6,1,listen_common,,281410.24551,listen_common.sql,843980,master
1000,3,0,258.357,4,2.285,1000,4,1,1,listen_unique,1,437684.851694,listen_unique.sql,1284363,optimize_listen_notify_v4
1000,3,0,240.268,32,9507.778,1000,32,9,1,listen_notify_common,,105.177045,listen_notify_common.sql,1789,master
8,3,0,35.079,8,0.054,8,8,5,1,listen_unlisten_common,,148020.173311,listen_unlisten_common.sql,439864,master
1000,3,0,239.249,16,19.14,1000,16,5,1,listen_unlisten_common,16,52245.342813,listen_unlisten_common.sql,155793,optimize_listen_notify_v4
32,3,0,7.388,32,0.231,32,32,1,1,listen_unlisten_unique,8,138561.372577,listen_unlisten_unique.sql,416204,optimize_listen_notify_v4
2,3,0,1.489,2,0.011,2,2,0,1,listen_unique,8,178446.925261,listen_unique.sql,536811,optimize_listen_notify_v4
1000,3,0,230.369,16,353.769,1000,16,5,1,listen_notify_unique,1,2826.704541,listen_notify_unique.sql,8570,optimize_listen_notify_v4
1000,3,0,228.182,32,357.501,1000,32,7,1,listen_notify_unique,8,2797.195416,listen_notify_unique.sql,8480,optimize_listen_notify_v4
1000,3,0,231.61,32,20.544,1000,32,8,1,listen_unlisten_common,1,48675.34332,listen_unlisten_common.sql,145656,optimize_listen_notify_v4
4,3,0,1.681,4,0.016,4,4,3,1,listen_unique,1,242728.51165,listen_unique.sql,727928,optimize_listen_notify_v4
1,3,0,0.952,1,0.01,1,1,0,1,listen_common,8,104818.14084,listen_common.sql,315087,optimize_listen_notify_v4
1000,3,0,456.811,2,2.608,1000,2,9,1,listen_unique,8,383503.565381,listen_unique.sql,1006038,optimize_listen_notify_v4
2,3,0,1.321,2,0.023,2,2,1,1,listen_unlisten_unique,,86496.441285,listen_unlisten_unique.sql,260057,master
1000,3,0,461.911,2,2.46,1000,2,6,1,listen_unique,16,406510.907635,listen_unique.sql,1044244,optimize_listen_notify_v4
1000,3,0,864.905,1,3.248,1000,1,6,1,listen_unique,1,307858.054204,listen_unique.sql,665236,optimize_listen_notify_v4
1000,3,0,232.707,8,18.674,1000,8,4,1,listen_unlisten_unique,8,53549.44604,listen_unlisten_unique.sql,159993,optimize_listen_notify_v4
1000,3,0,232.861,8,17.806,1000,8,2,1,listen_unlisten_unique,,56161.309661,listen_unlisten_unique.sql,167687,master
8,3,0,2.359,8,0.028,8,8,0,1,listen_common,1,289622.982138,listen_common.sql,871117,optimize_listen_notify_v4
2,3,0,1.21,2,0.018,2,2,7,1,listen_notify_unique,16,108733.423203,listen_notify_unique.sql,327239,optimize_listen_notify_v4
32,3,0,7.131,32,0.113,32,32,6,1,listen_common,1,284291.250241,listen_common.sql,853937,optimize_listen_notify_v4
1000,3,0,260.398,4,17.162,1000,4,6,1,listen_unlisten_common,8,58266.899884,listen_unlisten_common.sql,172922,optimize_listen_notify_v4
1000,3,0,239.581,32,1.871,1000,32,0,1,listen_unique,16,534546.693748,listen_unique.sql,1576437,optimize_listen_notify_v4
16,3,0,4.074,16,0.056,16,16,8,1,listen_common,8,287315.109215,listen_common.sql,862707,optimize_listen_notify_v4
1,3,0,0.997,1,0.016,1,1,7,1,listen_notify_common,16,62572.416011,listen_notify_common.sql,188367,optimize_listen_notify_v4
1000,3,0,260.672,4,341.355,1000,4,9,1,listen_notify_unique,1,2929.504941,listen_notify_unique.sql,8807,optimize_listen_notify_v4
16,3,0,4.23,16,0.397,16,16,9,1,listen_notify_common,,40279.381217,listen_notify_common.sql,121521,master
2,3,0,1.139,2,0.019,2,2,8,1,listen_notify_unique,8,104966.098309,listen_notify_unique.sql,315765,optimize_listen_notify_v4
1000,3,0,257.034,4,16.609,1000,4,9,1,listen_unlisten_common,16,60207.707502,listen_unlisten_common.sql,178860,optimize_listen_notify_v4
1,3,0,1.246,1,0.019,1,1,7,1,listen_unlisten_unique,1,52452.945698,listen_unlisten_unique.sql,157821,optimize_listen_notify_v4
16,3,0,4.549,16,0.057,16,16,7,1,listen_common,16,282952.387573,listen_common.sql,850674,optimize_listen_notify_v4
4,3,0,1.555,4,0.033,4,4,4,1,listen_unlisten_common,8,119700.437195,listen_unlisten_common.sql,360009,optimize_listen_notify_v4
1,3,0,1.208,1,0.016,1,1,8,1,listen_notify_common,8,63292.829439,listen_notify_common.sql,190079,optimize_listen_notify_v4
2,3,0,1.198,2,0.023,2,2,7,1,listen_unlisten_common,1,87820.484041,listen_unlisten_common.sql,264074,optimize_listen_notify_v4
8,3,0,2.309,8,1.727,8,8,8,1,listen_unlisten_unique,16,4633.208484,listen_unlisten_unique.sql,13935,optimize_listen_notify_v4
1000,3,0,468.554,2,349.069,1000,2,1,1,listen_notify_unique,8,2864.764821,listen_notify_unique.sql,8024,optimize_listen_notify_v4
32,3,0,7.3,32,0.224,32,32,8,1,listen_unlisten_common,,142838.326619,listen_unlisten_common.sql,430531,master
8,3,0,2.643,8,0.056,8,8,7,1,listen_unlisten_unique,8,141802.563006,listen_unlisten_unique.sql,426480,optimize_listen_notify_v4
1,3,0,1.092,1,0.01,1,1,5,1,listen_unique,,103921.693151,listen_unique.sql,312550,master
4,3,0,1.964,4,0.033,4,4,2,1,listen_unlisten_unique,,120144.481604,listen_unlisten_unique.sql,361261,master
1000,3,0,230.472,8,1.964,1000,8,3,1,listen_common,1,509095.43895,listen_common.sql,1456939,optimize_listen_notify_v4
8,3,0,2.365,8,0.137,8,8,8,1,listen_notify_common,1,58468.305105,listen_notify_common.sql,176243,optimize_listen_notify_v4
1000,3,0,872.24,1,7.194,1000,1,1,1,listen_unlisten_common,8,139011.516965,listen_unlisten_common.sql,318133,optimize_listen_notify_v4
1000,3,0,469.015,2,10247.631,1000,2,8,1,listen_notify_common,,97.583533,listen_notify_common.sql,1692,master
1000,3,0,471.546,2,340.267,1000,2,5,1,listen_notify_unique,8,2938.870555,listen_notify_unique.sql,8153,optimize_listen_notify_v4
1000,3,0,872.873,1,6.891,1000,1,5,1,listen_unlisten_common,8,145124.131027,listen_unlisten_common.sql,310799,optimize_listen_notify_v4
1000,3,0,233.517,8,2.049,1000,8,7,1,listen_common,1,488120.840034,listen_common.sql,1414726,optimize_listen_notify_v4
4,3,0,1.87,4,0.033,4,4,6,1,listen_unlisten_unique,,120271.365877,listen_unlisten_unique.sql,360629,master
8,3,0,2.562,8,0.056,8,8,3,1,listen_unlisten_unique,8,143815.769305,listen_unlisten_unique.sql,432537,optimize_listen_notify_v4
1,3,0,0.919,1,0.01,1,1,1,1,listen_unique,,104499.987369,listen_unique.sql,314374,master
1,3,0,1.009,1,0.016,1,1,3,1,listen_notify_common,16,62198.325595,listen_notify_common.sql,186951,optimize_listen_notify_v4
1000,3,0,240.826,32,1.904,1000,32,4,1,listen_unique,16,525092.321226,listen_unique.sql,1526854,optimize_listen_notify_v4
1000,3,0,273.154,4,17.353,1000,4,2,1,listen_unlisten_common,8,57627.26931,listen_unlisten_common.sql,169849,optimize_listen_notify_v4
32,3,0,6.913,32,0.112,32,32,2,1,listen_common,1,285356.034516,listen_common.sql,858085,optimize_listen_notify_v4
2,3,0,1.413,2,0.019,2,2,3,1,listen_notify_unique,16,107441.703301,listen_notify_unique.sql,322735,optimize_listen_notify_v4
2,3,0,1.195,2,0.024,2,2,3,1,listen_unlisten_common,1,83418.58957,listen_unlisten_common.sql,250319,optimize_listen_notify_v4
4,3,0,1.587,4,0.034,4,4,0,1,listen_unlisten_common,8,119391.724492,listen_unlisten_common.sql,359065,optimize_listen_notify_v4
1000,3,0,246.329,16,1.852,1000,16,9,1,listen_unique,1,540054.283991,listen_unique.sql,1565127,optimize_listen_notify_v4
16,3,0,3.738,16,0.056,16,16,3,1,listen_common,16,286198.745933,listen_common.sql,860650,optimize_listen_notify_v4
1,3,0,0.976,1,0.019,1,1,3,1,listen_unlisten_unique,1,52404.459043,listen_unlisten_unique.sql,157689,optimize_listen_notify_v4
1000,3,0,231.968,8,1.911,1000,8,8,1,listen_unique,,523398.232013,listen_unique.sql,1501998,master
8,3,0,2.797,8,0.027,8,8,4,1,listen_common,1,292680.963319,listen_common.sql,879818,optimize_listen_notify_v4
1000,3,0,240.049,8,18.512,1000,8,6,1,listen_unlisten_unique,,54019.684661,listen_unlisten_unique.sql,160912,master
1000,3,0,240.278,8,18.345,1000,8,0,1,listen_unlisten_unique,8,54510.148551,listen_unlisten_unique.sql,162450,optimize_listen_notify_v4
1000,3,0,880.326,1,3.268,1000,1,2,1,listen_unique,1,305983.060458,listen_unique.sql,653492,optimize_listen_notify_v4
1000,3,0,466.282,2,2.588,1000,2,2,1,listen_unique,16,386462.387847,listen_unique.sql,998739,optimize_listen_notify_v4
2,3,0,1.183,2,0.023,2,2,5,1,listen_unlisten_unique,,87438.269275,listen_unlisten_unique.sql,262981,master
32,3,0,6.856,32,0.229,32,32,5,1,listen_unlisten_unique,8,139747.012565,listen_unlisten_unique.sql,419063,optimize_listen_notify_v4
1000,3,0,308.608,16,19.724,1000,16,1,1,listen_unlisten_common,16,50700.638777,listen_unlisten_common.sql,147853,optimize_listen_notify_v4
8,3,0,2.311,8,0.055,8,8,1,1,listen_unlisten_common,,146758.464864,listen_unlisten_common.sql,441158,master
1000,3,0,262.989,4,2.16,1000,4,5,1,listen_unique,1,462996.168811,listen_unique.sql,1287165,optimize_listen_notify_v4
32,3,0,7.172,32,0.112,32,32,2,1,listen_common,,286966.923337,listen_common.sql,861968,master
1000,3,0,881.576,1,7911.952,1000,1,0,1,listen_notify_common,,126.391054,listen_notify_common.sql,1742,master
16,3,0,4.31,16,0.399,16,16,4,1,listen_notify_common,8,40092.363746,listen_notify_common.sql,120932,optimize_listen_notify_v4
1,3,0,1.038,1,0.009,1,1,4,1,listen_common,8,106135.940438,listen_common.sql,319364,optimize_listen_notify_v4
4,3,0,1.785,4,0.016,4,4,7,1,listen_unique,1,242469.924073,listen_unique.sql,729423,optimize_listen_notify_v4
1000,3,0,216.091,16,325.928,1000,16,1,1,listen_notify_unique,1,3068.160808,listen_notify_unique.sql,9326,optimize_listen_notify_v4
4,3,0,1.744,4,0.017,4,4,8,1,listen_unique,,241386.968445,listen_unique.sql,724971,master
1000,3,0,236.838,32,336.036,1000,32,3,1,listen_notify_unique,8,2975.871909,listen_notify_unique.sql,8980,optimize_listen_notify_v4
2,3,0,1.168,2,0.011,2,2,4,1,listen_unique,8,177153.192221,listen_unique.sql,533035,optimize_listen_notify_v4
8,3,0,2.478,8,0.055,8,8,0,1,listen_unlisten_unique,,146535.662314,listen_unlisten_unique.sql,440353,master
16,3,0,4.205,16,0.056,16,16,1,1,listen_common,1,285250.061453,listen_common.sql,855249,optimize_listen_notify_v4
1,3,0,1.03,1,0.019,1,1,1,1,listen_unlisten_unique,16,51690.414551,listen_unlisten_unique.sql,155339,optimize_listen_notify_v4
32,3,0,8.011,32,0.112,32,32,3,1,listen_unique,,286011.621195,listen_unique.sql,859128,master
1000,3,0,259.386,4,334.868,1000,4,0,1,listen_notify_unique,8,2986.247984,listen_notify_unique.sql,9071,optimize_listen_notify_v4
1000,3,0,840.22,1,10458.812,1000,1,1,1,listen_notify_unique,,95.61315,listen_notify_unique.sql,1642,master
2,3,0,1.221,2,0.023,2,2,1,1,listen_unlisten_common,16,86230.894707,listen_unlisten_common.sql,259456,optimize_listen_notify_v4
2,3,0,1.442,2,0.019,2,2,1,1,listen_notify_unique,1,107312.517629,listen_notify_unique.sql,323011,optimize_listen_notify_v4
32,3,0,7.348,32,0.116,32,32,0,1,listen_common,16,275771.111338,listen_common.sql,827176,optimize_listen_notify_v4
1000,3,0,209.238,16,2.17,1000,16,4,1,listen_unique,8,460836.834397,listen_unique.sql,1365966,optimize_listen_notify_v4
1000,3,0,224.909,32,1.911,1000,32,6,1,listen_unique,1,523418.134105,listen_unique.sql,1508702,optimize_listen_notify_v4
4,3,0,1.868,4,0.029,4,4,2,1,listen_notify_unique,8,138410.425831,listen_notify_unique.sql,416316,optimize_listen_notify_v4
4,3,0,1.532,4,0.016,4,4,9,1,listen_common,,242945.462281,listen_common.sql,730916,master
1,3,0,0.902,1,0.016,1,1,1,1,listen_notify_common,1,61621.464633,listen_notify_common.sql,185440,optimize_listen_notify_v4
1000,3,0,464.36,2,353.639,1000,2,8,1,listen_notify_unique,1,2827.746052,listen_notify_unique.sql,8001,optimize_listen_notify_v4
1000,3,0,855.308,1,349.251,1000,1,8,1,listen_notify_unique,16,2863.272527,listen_notify_unique.sql,6916,optimize_listen_notify_v4
1000,3,0,243.143,8,1.958,1000,8,5,1,listen_common,16,510745.015982,listen_common.sql,1460624,optimize_listen_notify_v4
1000,3,0,466.055,2,14.301,1000,2,7,1,listen_unlisten_common,8,69925.454911,listen_unlisten_common.sql,192840,optimize_listen_notify_v4
1000,3,0,861.053,1,329.003,1000,1,7,1,listen_notify_unique,8,3039.484149,listen_notify_unique.sql,7196,optimize_listen_notify_v4
1000,3,0,231.481,8,18.586,1000,8,7,1,listen_unlisten_common,,53804.768137,listen_unlisten_common.sql,160780,master
1000,3,0,857.633,1,7.341,1000,1,8,1,listen_unlisten_common,1,136216.468285,listen_unlisten_common.sql,307294,optimize_listen_notify_v4
8,3,0,2.458,8,0.135,8,8,1,1,listen_notify_common,8,59355.234972,listen_notify_common.sql,178972,optimize_listen_notify_v4
2,3,0,1.235,2,0.023,2,2,4,1,listen_unlisten_common,,88079.787634,listen_unlisten_common.sql,264978,master
1000,3,0,467.516,2,14.573,1000,2,8,1,listen_unlisten_common,16,68619.038583,listen_unlisten_common.sql,189128,optimize_listen_notify_v4
32,3,0,7.367,32,1.221,32,32,7,1,listen_notify_common,8,26212.668002,listen_notify_common.sql,79027,optimize_listen_notify_v4
1000,3,0,231.458,16,346.116,1000,16,3,1,listen_notify_unique,16,2889.205815,listen_notify_unique.sql,8699,optimize_listen_notify_v4
16,3,0,3.78,16,0.396,16,16,9,1,listen_notify_common,1,40440.349217,listen_notify_common.sql,122033,optimize_listen_notify_v4
4,3,0,1.544,4,0.017,4,4,5,1,listen_unique,16,241942.919631,listen_unique.sql,727901,optimize_listen_notify_v4
16,3,0,4.251,16,0.492,16,16,6,1,listen_unlisten_unique,8,32521.234648,listen_unlisten_unique.sql,97975,optimize_listen_notify_v4
1000,3,0,268.675,4,2.248,1000,4,8,1,listen_unique,8,444900.036702,listen_unique.sql,1269165,optimize_listen_notify_v4
32,3,0,7.355,32,0.231,32,32,8,1,listen_unlisten_unique,1,138425.32407,listen_unlisten_unique.sql,415699,optimize_listen_notify_v4
2,3,0,1.217,2,0.012,2,2,9,1,listen_unique,1,171568.418273,listen_unique.sql,514638,optimize_listen_notify_v4
32,3,0,7.366,32,1.334,32,32,8,1,listen_notify_common,16,23985.468987,listen_notify_common.sql,72232,optimize_listen_notify_v4
16,3,0,3.984,16,0.114,16,16,9,1,listen_unlisten_unique,16,140400.998319,listen_unlisten_unique.sql,421856,optimize_listen_notify_v4
1,3,0,1.243,1,0.009,1,1,9,1,listen_common,1,107166.181185,listen_common.sql,322283,optimize_listen_notify_v4
1000,3,0,238.885,16,19.095,1000,16,3,1,listen_unlisten_common,1,52370.831753,listen_unlisten_common.sql,156398,optimize_listen_notify_v4
1000,3,0,241.113,32,18.608,1000,32,1,1,listen_unlisten_common,8,53739.899197,listen_unlisten_common.sql,160063,optimize_listen_notify_v4
1000,3,0,271.986,4,2.131,1000,4,7,1,listen_unique,16,469313.714883,listen_unique.sql,1301360,optimize_listen_notify_v4
1000,3,0,242.325,8,2.103,1000,8,9,1,listen_common,,475498.088041,listen_common.sql,1365097,master
1000,3,0,871.082,1,3.122,1000,1,0,1,listen_unique,16,320288.443948,listen_unique.sql,684540,optimize_listen_notify_v4
